Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
183;16709;"Journal of Forensic Psychiatry and Psychology";journal;"14789957, 14789949";0,363;Q3;52;39;161;1811;212;161;1,30;46,44;United Kingdom;Western Europe;"Routledge";"2003-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
184;21100824968;"International Perspectives in Psychology: Research, Practice, Consultation";journal;"21573891, 21573883";0,356;Q3;12;23;63;1108;79;57;1,21;48,17;Germany;Western Europe;"Hogrefe-Verlag GmbH and Co. KG";"2017-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Social Psychology (Q3)";"Psychology"
185;21100903407;"Psychoanalysis, Self and Context";journal;"24720038, 24720046";0,354;Q3;15;73;155;1016;55;90;0,32;13,92;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
186;22015;"Child Language Teaching and Therapy";journal;"02656590, 14770865";0,349;Q3;41;18;52;848;83;51;1,69;47,11;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2023";"Linguistics and Language (Q1); Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Education (Q3); Speech and Hearing (Q3)";"Health Professions; Psychology; Social Sciences"
187;15682;"Giornale Italiano di Psicopatologia";journal;"15921107";0,340;Q3;21;9;103;646;83;95;0,54;71,78;Italy;Western Europe;"Pacini Editore Srl";"2001-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
188;29216;"Children's Health Care";journal;"15326888, 02739615";0,337;Q3;42;56;78;2834;87;78;1,12;50,61;United States;Northern America;"Routledge";"1980-2023";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3)";"Medicine; Psychology"
189;19900191409;"Partner Abuse";journal;"19466560, 19466579";0,337;Q3;12;23;72;1414;69;71;0,69;61,48;United States;Northern America;"Springer Publishing Company";"2017-2023";"Gender Studies (Q2); Law (Q2); Clinical Psychology (Q3); Health (social science) (Q3); Pediatrics, Perinatology and Child Health (Q3); Social Psychology (Q3)";"Medicine; Psychology; Social Sciences"
190;13504;"Diagnostica";journal;"00121924";0,336;Q3;56;23;59;1088;50;57;0,66;47,30;Germany;Western Europe;"Hogrefe Publishing";"1996-2023";"Clinical Psychology (Q3)";"Psychology"
191;21101140334;"Heart and Mind";journal;"24686476, 24686484";0,335;Q3;7;43;101;1621;80;85;0,86;37,70;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2017-2023";"Cardiology and Cardiovascular Medicine (Q3); Clinical Psychology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
192;21101177511;"Journal of LGBTQ Issues in Counseling";journal;"26924951, 2692496X";0,335;Q3;33;27;77;1097;73;64;0,79;40,63;United States;Northern America;"Taylor &amp; Francis Inc.";"2021-2023";"Gender Studies (Q2); Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology; Social Sciences"
193;15914;"Zeitschrift fur Klinische Psychologie und Psychotherapie";journal;"21906297, 16163443";0,335;Q3;36;18;58;699;60;55;0,58;38,83;Germany;Western Europe;"Hogrefe-Verlag GmbH and Co. KG";"1974-1983, 1996-2023";"Clinical Psychology (Q3)";"Psychology"
194;21100215102;"Psychodynamic Psychiatry";journal;"21622590, 21622604";0,333;Q3;30;39;138;1298;96;136;0,48;33,28;United States;Northern America;"Guilford Publications";"2012-2023";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
195;21101030478;"Journal of Psychosocial Rehabilitation and Mental Health";journal;"2198963X, 21989834";0,328;Q3;13;84;135;2981;129;105;1,06;35,49;India;Asiatic Region;"Springer";"2014-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3); Rehabilitation (Q3)";"Medicine; Psychology"
196;12400154709;"Terapia Psicologica";journal;"07166184, 07184808";0,327;Q3;27;18;69;1061;91;69;0,96;58,94;Chile;Latin America;"Sociedad Chilena de Psicologia Clinica";"2008-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
197;21100396385;"Journal of Evidence-Based Psychotherapies";journal;"23600853";0,326;Q3;22;9;52;501;60;52;0,89;55,67;Romania;Eastern Europe;"Cluj University Press";"2014-2022";"Clinical Psychology (Q3); Experimental and Cognitive Psychology (Q4)";"Psychology"
198;13421;"Psychoanalytic Psychotherapy";journal;"02668734, 14749734";0,324;Q3;20;27;72;1353;69;60;0,82;50,11;United Kingdom;Western Europe;"Routledge";"1985-1987, 1989-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
199;18336;"Counseling and Values";journal;"01607960, 2161007X";0,323;Q3;38;6;29;304;35;28;1,50;50,67;United States;Northern America;"Brill Academic Publishers";"1973-2007, 2009-2021";"Religious Studies (Q1); Clinical Psychology (Q3); Social Psychology (Q3)";"Arts and Humanities; Psychology"
200;14173;"Forum der Psychoanalyse";journal;"14370751, 01787667";0,321;Q3;13;36;114;785;30;92;0,23;21,81;Germany;Western Europe;"Springer Verlag";"1987-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
201;19500157216;"Journal of Addictions and Offender Counseling";journal;"10553835, 21611874";0,316;Q3;18;14;27;918;44;26;1,11;65,57;United States;Northern America;"Wiley-Blackwell";"1990-2023";"Law (Q2); Clinical Psychology (Q3); Social Psychology (Q3)";"Psychology; Social Sciences"
202;21100330721;"Person-Centered and Experiential Psychotherapies";journal;"17529182, 14779757";0,316;Q3;20;37;69;1656;70;64;0,89;44,76;United States;Northern America;"Routledge";"2002-2023";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
203;19987;"Zeitschrift fur Psychosomatische Medizin und Psychotherapie";journal;"14383608";0,313;Q3;31;38;128;595;68;107;0,39;15,66;Germany;Western Europe;"Vandenhoeck and Ruprecht GmbH and Co. KG";"1996-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
204;21101141440;"Psychotherapie";journal;"27317161, 2731717X";0,311;Q3;24;63;215;1922;171;192;0,81;30,51;Germany;Western Europe;"Springer Medizin";"2022-2023";"Clinical Psychology (Q3)";"Psychology"
205;18300156711;"Advances in Cognitive Psychology";journal;"18951171";0,306;Q3;36;36;90;2466;99;87;0,87;68,50;Poland;Eastern Europe;"University of Finance and Management";"2007-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3); Experimental and Cognitive Psychology (Q4); Neuroscience (miscellaneous) (Q4)";"Medicine; Neuroscience; Psychology"
206;5800207390;"Clinical Supervisor, The";journal;"07325223, 1545231X";0,303;Q3;33;24;47;1252;80;43;1,86;52,17;United States;Northern America;"Routledge";"1983-2023";"Clinical Psychology (Q3); Education (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology; Social Sciences"
207;13415;"Contemporary Psychoanalysis";journal;"00107530, 23309091";0,301;Q3;35;16;91;395;44;78;0,40;24,69;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1964-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
208;21100903472;"Iranian Journal of Psychiatry and Clinical Psychology";journal;"22287515, 17354315";0,300;Q3;7;26;107;952;96;100;0,57;36,62;Iran;Middle East;"Iran University of Medical Sciences";"2018-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
209;18135;"PPmP Psychotherapie Psychosomatik Medizinische Psychologie";journal;"14391058, 09372032";0,299;Q3;46;68;294;1025;162;201;0,56;15,07;Germany;Western Europe;"Georg Thieme Verlag";"1980-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
210;19332;"Salud Mental";journal;"01853325";0,299;Q3;30;39;120;1387;105;108;0,72;35,56;Mexico;Latin America;"Elsevier GmbH";"1995-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
211;4700152822;"Journal of Creativity in Mental Health";journal;"15401391, 15401383";0,296;Q3;24;66;127;2973;142;117;1,20;45,05;United States;Northern America;"Routledge";"2006-2015, 2017-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
212;13359;"Psicologia Conductual";journal;"11329483";0,296;Q3;30;32;111;1752;105;110;0,86;54,75;Spain;Western Europe;"Fundacion para el Avance de la Psicologia Clinica Conductual";"1996-2023";"Clinical Psychology (Q3); Experimental and Cognitive Psychology (Q4)";"Psychology"
213;15374;"Journal of Analytical Psychology";journal;"14685922, 00218774";0,294;Q3;29;61;244;1233;141;201;0,47;20,21;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1955-2023";"Clinical Psychology (Q3)";"Psychology"
214;17700156741;"International Journal of Play Therapy";journal;"15556824";0,288;Q3;32;8;65;425;62;65;0,79;53,13;United States;Northern America;"American Psychological Association";"1992-2023";"Clinical Psychology (Q3); Complementary and Manual Therapy (Q3)";"Health Professions; Psychology"
215;21100905833;"Beyond Behavior";journal;"21635323, 10742956";0,285;Q3;13;25;59;848;49;50;0,64;33,92;United States;Northern America;"SAGE Publications Inc.";"2012-2023";"Clinical Psychology (Q3); Education (Q3); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
216;14368;"British Journal of Psychotherapy";journal;"17520118, 02659883";0,282;Q3;22;50;137;1740;73;116;0,56;34,80;United States;Northern America;"John Wiley and Sons Inc.";"1984-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
217;19985;"Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie";journal;"16642880, 14224917";0,278;Q3;28;63;197;1715;137;169;0,71;27,22;Switzerland;Western Europe;"Hogrefe Publishing";"1996-2023";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
218;14891;"International Journal of Group Psychotherapy";journal;"00207284, 19432836";0,277;Q3;32;19;66;578;62;56;1,00;30,42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1961-2023";"Clinical Psychology (Q3)";"Psychology"
219;13423;"Psychoanalytic Review";journal;"19433301, 00332836";0,275;Q3;21;22;80;790;25;73;0,31;35,91;United States;Northern America;"Guilford Publications";"1945-1957, 1963-2023";"Clinical Psychology (Q3)";"Psychology"
220;5800207425;"Journal of Poetry Therapy";journal;"08893675, 15672344";0,270;Q3;16;46;72;1488;70;62;1,06;32,35;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-1993, 2003-2023";"Clinical Psychology (Q3); Rehabilitation (Q3)";"Medicine; Psychology"
221;21101126440;"Drugs, Habits and Social Policy";journal;"27526739, 27526747";0,268;Q3;21;37;81;1778;88;75;0,48;48,05;United Kingdom;Western Europe;"Emerald Publishing";"2022-2023";"Clinical Psychology (Q3); Health Policy (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
222;21101089135;"Sexual Health and Compulsivity";journal;"26929996";0,265;Q3;47;21;38;1125;42;38;0,73;53,57;United Kingdom;Western Europe;"Routledge";"2021-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
223;5800207419;"Tizard Learning Disability Review";journal;"13595474";0,263;Q3;21;12;90;246;61;64;0,57;20,50;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996-2023";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q4); Psychiatry and Mental Health (Q4); Social Psychology (Q4)";"Medicine; Psychology"
224;21101145558;"Consortium Psychiatricum";journal;"27132919, 27127672";0,259;Q3;5;32;94;1284;77;81;0,84;40,13;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2020-2023";"Clinical Psychology (Q3); Public Health, Environmental and Occupational Health (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
225;14211;"Archives of Psychiatry and Psychotherapy";journal;"2083828X, 15092046";0,258;Q3;16;38;107;1583;64;96;0,36;41,66;Poland;Eastern Europe;"Polish Psychiatric Association";"2001-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
226;21101048554;"Journal of Applied Arts and Health";journal;"20402465, 20402457";0,256;Q3;5;27;90;767;48;76;0,63;28,41;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2023";"Cultural Studies (Q1); Music (Q1); Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q2); Philosophy (Q2); Clinical Psychology (Q3)";"Arts and Humanities; Psychology; Social Sciences"
227;7000153258;"International Journal of Psychology and Psychological Therapy";journal;"15777057";0,251;Q3;39;22;73;1277;81;73;0,83;58,05;Spain;Western Europe;"Universidad de Almeria";"2001-2023";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q4); Experimental and Cognitive Psychology (Q4)";"Psychology"
228;14869;"International Forum of Psychoanalysis";journal;"16512324, 0803706X";0,250;Q3;19;37;97;1536;53;82;0,79;41,51;United Kingdom;Western Europe;"Routledge";"1992-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
229;5900153309;"Journal of Muslim Mental Health";journal;"15564908, 15565009";0,247;Q3;26;6;32;322;27;31;0,55;53,67;United States;Northern America;"Michigan Publishing";"2007-2023";"Religious Studies (Q1); Clinical Psychology (Q3); Health (social science) (Q3); Psychiatry and Mental Health (Q4)";"Arts and Humanities; Medicine; Psychology; Social Sciences"
230;16813;"Journal of Rehabilitation";journal;"00224154";0,242;Q3;40;7;73;396;52;73;0,75;56,57;United States;Northern America;"National Rehabilitation Association";"1945-1984, 1991, 1996-2022";"Clinical Psychology (Q3); Public Health, Environmental and Occupational Health (Q3); Rehabilitation (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
231;21100453516;"Psychology, Society and Education";journal;"1989709X, 21712085";0,227;Q3;13;22;111;955;89;111;0,86;43,41;Spain;Western Europe;"";"2012, 2015-2023";"Clinical Psychology (Q3); Education (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)";"Psychology; Social Sciences"
232;19942;"Verhaltenstherapie";journal;"14230402, 10166262";0,227;Q3;28;17;104;676;64;95;0,75;39,76;Switzerland;Western Europe;"S. Karger AG";"1991-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
233;19700174949;"Postepy Psychiatrii i Neurologii";journal;"12302813";0,225;Q3;10;33;78;1593;47;75;0,66;48,27;Poland;Eastern Europe;"Instytut Psychiatrii I Neurologii";"2007-2023";"Clinical Psychology (Q3); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
234;21100979307;"Counseling Psychology and Psychotherapy";journal;"20753470, 23119446";0,224;Q4;11;38;124;967;76;109;0,44;25,45;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2016-2023";"Health (social science) (Q3); Clinical Psychology (Q4); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
235;21101057933;"Personalized Medicine in Psychiatry";journal;"24681725, 24681717";0,223;Q4;10;15;44;860;35;40;0,83;57,33;United States;Northern America;"Elsevier Inc.";"2017-2023";"Clinical Psychology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
236;21100269616;"Journal of Intellectual Disabilities and Offending Behaviour";journal;"20508824";0,222;Q4;14;4;38;244;34;38;0,78;61,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2023";"Pathology and Forensic Medicine (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
237;145694;"Ethical Human Psychology and Psychiatry";journal;"15594343, 19389000";0,220;Q4;17;13;35;471;18;23;0,40;36,23;United States;Northern America;"Springer Publishing Company";"2004-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
238;5200152834;"Torture";journal;"10188185, 19973322";0,220;Q4;25;30;100;894;44;70;0,54;29,80;Denmark;Western Europe;"International Rehabilitation Council for Torture Victims";"1991-2023";"Rehabilitation (Q3); Clinical Psychology (Q4); Health (social science) (Q4); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Psychology; Social Sciences"
239;11600153828;"Psihologijske Teme";journal;"13320742";0,217;Q4;24;34;107;1985;70;103;0,53;58,38;Croatia;Eastern Europe;"Faculty of Arts and Sciences in Rijeka";"2009-2023";"Applied Psychology (Q4); Clinical Psychology (Q4); Social Psychology (Q4)";"Psychology"
240;21101133341;"International Journal of Systemic Therapy";journal;"2692398X, 26923998";0,214;Q4;21;24;37;1131;33;36;0,61;47,13;United States;Northern America;"Routledge";"2021-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
241;21100945755;"Archives of psychiatry research";journal;"26711079, 26712008";0,213;Q4;10;45;68;1238;44;62;0,43;27,51;Croatia;Eastern Europe;"University Hospital Center Sestre milosrdnice";"2019-2023";"Clinical Psychology (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
242;5800173397;"Body, Movement and Dance in Psychotherapy";journal;"17432979";0,212;Q4;18;33;73;1202;48;56;0,67;36,42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
243;12840;"Child and Family Behavior Therapy";journal;"1545228X, 07317107";0,212;Q4;35;24;42;1198;29;42;0,67;49,92;United States;Northern America;"Taylor and Francis Ltd.";"1983-2023";"Social Sciences (miscellaneous) (Q3); Clinical Psychology (Q4)";"Psychology; Social Sciences"
244;21100788963;"International Journal of High Risk Behaviors and Addiction";journal;"2251872X, 22518711";0,209;Q4;18;27;92;796;48;89;0,41;29,48;Netherlands;Western Europe;"Brieflands";"2015-2023";"Clinical Psychology (Q4); Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
245;21100852103;"Psihologia Resurselor Umane";journal;"23928077, 15837327";0,208;Q4;5;11;30;530;14;25;0,32;48,18;Romania;Eastern Europe;"Asociatia de Psihologie Industriala si Organizationala";"2017-2023";"Clinical Psychology (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Psychology"
246;21101090010;"Psikohumaniora";journal;"25029363, 25277456";0,207;Q4;5;19;51;1161;45;51;0,97;61,11;Indonesia;Asiatic Region;"State Islamic University Walisongo Semarang Faculty of Psychology and Health";"2019-2023";"Applied Psychology (Q4); Clinical Psychology (Q4); Experimental and Cognitive Psychology (Q4)";"Psychology"
247;21101152124;"Psychology and Law";journal;"22225196";0,206;Q4;2;69;66;1813;40;66;0,61;26,28;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2022-2023";"Applied Psychology (Q4); Clinical Psychology (Q4); Experimental and Cognitive Psychology (Q4); Social Psychology (Q4)";"Psychology"
248;19200157024;"Revista Latinoamericana de Psicopatologia Fundamental";journal;"19840381, 14154714";0,205;Q4;9;29;156;1048;22;130;0,10;36,14;Brazil;Latin America;"Associacao Universitaria de Pesquisa em Psicopatologia Fundamental";"2008-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
249;21100899503;"Transactional Analysis Journal";journal;"23295244, 03621537";0,198;Q4;7;33;88;1123;68;71;0,78;34,03;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2023";"Clinical Psychology (Q4); Decision Sciences (miscellaneous) (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)";"Decision Sciences; Medicine; Psychology; Social Sciences"
250;21100976770;"Medico-Biological and Socio-Psychological Issues of Safety in Emergency Situations";journal;"25417487, 19954441";0,192;Q4;5;32;137;586;40;137;0,35;18,31;Russian Federation;Eastern Europe;"Nikiforov Russian Center of Emergency and Radiation Medicine, EMERCOM of Russia";"2019-2023";"Emergency Medical Services (Q3); Emergency Medicine (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Psychology"
251;21100805728;"Nevrologiya, Neiropsikhiatriya, Psikhosomatika";journal;"20742711, 23101342";0,191;Q4;14;101;375;4057;298;375;0,92;40,17;Russian Federation;Eastern Europe;"Ima-Press Publishing House";"2016-2023";"Clinical Psychology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
252;14736;"Revue Francaise de Psychanalyse";journal;"00352942";0,191;Q4;17;123;335;1563;17;313;0,04;12,71;France;Western Europe;"Presses Universitaires de France";"1951-1979, 2001-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
253;21101052816;"Arteterapia";journal;"19888309, 18866190";0,189;Q4;3;27;130;666;15;72;0,05;24,67;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2023";"Arts and Humanities (miscellaneous) (Q2); Applied Psychology (Q4); Clinical Psychology (Q4); Education (Q4); Rehabilitation (Q4)";"Arts and Humanities; Medicine; Psychology; Social Sciences"
254;15405;"Journal of Child Psychotherapy";journal;"14699370, 0075417X";0,189;Q4;27;37;101;986;31;80;0,27;26,65;United Kingdom;Western Europe;"Routledge";"1963-2023";"Pediatrics, Perinatology and Child Health (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
255;700147004;"Psicoterapia e Scienze Umane";journal;"03942864";0,189;Q4;12;49;133;1416;24;120;0,22;28,90;Italy;Western Europe;"FrancoAngeli Edizioni";"2005-2023";"Clinical Psychology (Q4)";"Psychology"
256;21100855411;"Journal for Social Action in Counseling and Psychology";journal;"21598142";0,186;Q4;5;0;13;0;12;13;0,83;0,00;United States;Northern America;"Ball State University Center for Peace and Conflict Studies";"2017-2022";"Sociology and Political Science (Q3); Clinical Psychology (Q4); Education (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
257;13419;"Psychoanalytic Inquiry";journal;"19409133, 07351690";0,186;Q4;41;71;230;1880;66;138;0,25;26,48;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2023";"Clinical Psychology (Q4)";"Psychology"
258;74728;"Psihoterapija";journal;"03503186";0,185;Q4;4;17;32;388;6;31;0,18;22,82;Croatia;Eastern Europe;"Klinika za Psiholosku Medicinu";"1973, 1999, 2016-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
259;21100198212;"Psicologia Clinica dello Sviluppo";journal;"1824078X";0,182;Q4;14;41;118;1099;54;106;0,44;26,80;Italy;Western Europe;"Il Mulino publishing house";"1998-2023";"Clinical Psychology (Q4); Developmental and Educational Psychology (Q4)";"Psychology"
260;19174;"Psychoterapia";journal;"02394170";0,177;Q4;7;13;68;245;9;61;0,06;18,85;Poland;Eastern Europe;"Polish Psychiatric Association";"2001-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
261;19832;"Sleep and Hypnosis";journal;"13021192";0,177;Q4;23;0;7;0;4;7;0,00;0,00;Turkey;Middle East;"Kure Iletisim Grubu A.S.";"2000-2013, 2015-2020";"Clinical Psychology (Q4); Complementary and Alternative Medicine (Q4)";"Medicine; Psychology"
262;144836;"Scandinavian Psychoanalytic Review";journal;"01062301";0,175;Q4;12;12;36;331;6;32;0,08;27,58;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
263;21101054407;"Cyprus Turkish Journal of Psychiatry and Psychology";journal;"13027840, 26678225";0,172;Q4;4;31;105;1219;37;98;0,38;39,32;Turkey;Middle East;"Cyprus Mental Health Institute";"2020-2023";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
264;14774;"Sante Mentale au Quebec";journal;"17083923, 03836320";0,172;Q4;14;9;83;122;33;73;0,39;13,56;Canada;Northern America;"Revue Santé Mentale au Quebec";"1990-1998, 2004-2022";"Clinical Psychology (Q4); Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
265;5100155040;"Psychiatria i Psychologia Kliniczna";journal;"16446313";0,171;Q4;11;28;96;958;39;95;0,30;34,21;Poland;Eastern Europe;"Medical Communications";"2006-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
266;20008;"Chinese Journal of Psychiatry";journal;"10067884";0,169;Q4;8;74;172;2627;68;169;0,41;35,50;China;Asiatic Region;"Zhonghua Yixuehui Zazhishe";"1998-1999, 2019-2023";"Biological Psychiatry (Q4); Clinical Psychology (Q4); Cognitive Neuroscience (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
267;11700154711;"Psicooncologia";journal;"19888287, 16967240";0,168;Q4;14;22;67;723;29;63;0,40;32,86;Spain;Western Europe;"Universidad Complutense Madrid";"2008-2023";"Clinical Psychology (Q4); Oncology (Q4)";"Medicine; Psychology"
268;21100912973;"Swiss Archives of Neurology, Psychiatry and Psychotherapy";journal;"22976981, 22977007";0,165;Q4;15;33;101;290;27;64;0,11;8,79;Switzerland;Western Europe;"EMH Schweizerischer Arzteverlag AG";"2016-2021, 2023";"Clinical Psychology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
269;19900191978;"European Journal of Psychotherapy and Counselling";journal;"14695901, 13642537";0,163;Q4;17;25;79;907;32;67;0,51;36,28;United Kingdom;Western Europe;"Routledge";"2010-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
270;21100871683;"Revista de Psicologia de la Salud";journal;"02146118, 23862300";0,157;Q4;3;12;39;474;15;39;0,48;39,50;Spain;Western Europe;"Universidad Miguel Hernandez";"2018-2023";"Clinical Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Psychology"
271;5200152705;"Avances en Psicologia Latinoamericana";journal;"17944724";0,154;Q4;17;29;108;1527;39;99;0,30;52,66;Colombia;Latin America;"Universidad del Rosario";"1983, 2006-2023";"Clinical Psychology (Q4)";"Psychology"
272;18741;"Psychodynamic Practice";journal;"14753634, 14753626";0,143;Q4;20;30;93;840;28;65;0,18;28,00;United Kingdom;Western Europe;"Routledge";"2002-2023";"Clinical Psychology (Q4)";"Psychology"
273;17600155223;"Revue de Psychotherapie Psychanalytique de Groupe";journal;"17762863, 02971194";0,143;Q4;11;19;89;369;9;84;0,11;19,42;France;Western Europe;"Editions Eres";"2001-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
274;21101034432;"Archives of Mental Health";journal;"2589918X, 25899171";0,141;Q4;6;32;83;627;16;78;0,20;19,59;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2018-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
